Gene.Symbol	Cancer.Normalized	Role	Citation.Count	Citation.Sum	Role.in.Cancer
RBL2	retinoblastoma, retinoblastoma, lung small cell carcinoma, ovarian cancer, breast cancer, liver carcinoma, thymus lymphoma	Tumor_Suppressor, Oncogene, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene	4, 2, 1, 1, 1, 1, 1	11	Dualrole
RBM10	osteosarcoma, lung adenocarcinoma, lung cancer	Tumor_Suppressor, Oncogene, Oncogene	1, 1, 1	3	Dualrole
RBM14	renal carcinoma	Tumor_Suppressor	1	1	Tumorsuppressor
RBM15	acute leukemia	Oncogene	1	1	Oncogene
RBM3	colorectal cancer, breast cancer, nasopharynx carcinoma	Oncogene, Oncogene, Driver	1, 1, 1	3	Dualrole
RBM38	breast cancer, colorectal cancer, acute myeloid leukemia, renal cell carcinoma, colorectal cancer, esophageal cancer, ovarian cancer, chronic lymphocytic leukemia, prostate cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene	5, 1, 1, 1, 1, 1, 1, 1, 1	13	Dualrole
RBM4	lung cancer, prostate cancer, prostate cancer	Tumor_Suppressor, Tumor_Suppressor, Oncogene	1, 1, 1	3	Dualrole
RBM45	retinoblastoma, childhood acute lymphocytic leukemia	Tumor_Suppressor, Oncogene	4, 1	5	Dualrole
RBM5	lung cancer, prostate cancer, B-cell lymphoma, lung small cell carcinoma	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor	4, 2, 1, 1	8	Tumorsuppressor
RBM8A	cervical cancer	Oncogene	2	2	Oncogene
RBMS2	breast cancer	Tumor_Suppressor	1	1	Tumorsuppressor
RBMS3	colorectal cancer, breast cancer, esophagus squamous cell carcinoma, Ewing sarcoma, glioblastoma multiforme, nasopharynx carcinoma, lung squamous cell carcinoma, malignant glioma, squamous cell carcinoma, breast cancer, prostate cancer, myeloid leukemia, hepatocellular carcinoma, stomach carcinoma, esophageal cancer, cervical cancer, ovarian carcinoma, lung non-small cell carcinoma, malignant glioma, testicular cancer, pancreatic cancer, colon carcinoma, acute leukemia, urinary bladder cancer, chronic lymphocytic leukemia	Oncogene, Oncogene, Tumor_Suppressor, Oncogene, Oncogene, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene	3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1	32	Dualrole
RBMY1A1	breast cancer, liver cancer	Tumor_Suppressor, Oncogene	1, 1	2	Dualrole
RBP1	retinoblastoma, cervical cancer	Tumor_Suppressor, Tumor_Suppressor	1, 1	2	Tumorsuppressor
RBP2	adult acute lymphocytic leukemia, leukemia	Oncogene, Oncogene	1, 1	2	Oncogene
RBP4	ovarian cancer, ovarian cancer, colon cancer, ovarian cancer	Tumor_Suppressor, Oncogene, Oncogene, Driver	1, 1, 1, 1	4	Dualrole
RCC1	stomach carcinoma	Tumor_Suppressor	2	2	Tumorsuppressor
RCC2	colorectal cancer	Oncogene	1	1	Oncogene
RCHY1	lung non-small cell carcinoma	Oncogene	1	1	Oncogene
RD3	neuroblastoma	Driver	1	1	Driver
RDH10	osteosarcoma, malignant glioma	Oncogene, Oncogene	1, 1	2	Oncogene
RDM1	lung adenocarcinoma, breast cancer, lung cancer	Oncogene, Oncogene, Oncogene	1, 1, 1	3	Oncogene
RDX	breast cancer	Tumor_Suppressor	1	1	Tumorsuppressor
REC8	stomach cancer	Tumor_Suppressor	1	1	Tumorsuppressor
RECK	stomach cancer, lung non-small cell carcinoma, oral squamous cell carcinoma, lung non-small cell carcinoma	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene	2, 1, 1, 1	5	Dualrole
RECQL4	melanoma	Tumor_Suppressor	1	1	Tumorsuppressor
RECQL5	osteosarcoma, colon cancer, leukemia	Tumor_Suppressor, Tumor_Suppressor, Oncogene	2, 1, 1	4	Dualrole
REG3A	breast cancer, cervical cancer, endometrial carcinoma	Tumor_Suppressor, Oncogene, Oncogene	1, 1, 1	3	Dualrole
REL	lymphoma, B-cell lymphoma, diffuse large B-cell lymphoma, breast cancer, head and neck squamous cell carcinoma, lung non-small cell carcinoma, pancreatic cancer, breast cancer, chronic lymphocytic leukemia, prostate cancer, follicular lymphoma, adult T-cell leukemia, prostate cancer	Oncogene, Oncogene, Oncogene, Driver, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver	6, 5, 5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1	27	Dualrole
RELA	pediatric supratentorial ependymoma, glioblastoma multiforme, acute lymphocytic leukemia, multiple myeloma, Hodgkin's lymphoma, T-cell leukemia, B-cell lymphoma, head and neck squamous cell carcinoma, thyroid gland carcinoma, esophagus squamous cell carcinoma, pancreatic ductal adenocarcinoma, glioblastoma multiforme, breast cancer, peripheral T-cell lymphoma, diffuse large B-cell lymphoma, prostate cancer	Oncogene, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver	2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1	17	Dualrole
RELB	malignant glioma, malignant glioma, lung adenocarcinoma, lung non-small cell carcinoma, colon cancer, prostate cancer	Oncogene, Driver, Oncogene, Oncogene, Oncogene, Oncogene	4, 2, 1, 1, 1, 1	10	Dualrole
RELN	breast cancer	Driver	1	1	Driver
REN	medulloblastoma, esophagus squamous cell carcinoma, pancreatic endocrine carcinoma	Tumor_Suppressor, Oncogene, Oncogene	1, 1, 1	3	Dualrole
RERG	breast cancer, colorectal cancer	Tumor_Suppressor, Tumor_Suppressor	5, 1	6	Tumorsuppressor
REST	neuroblastoma, glioblastoma multiforme, medulloblastoma	Oncogene, Oncogene, Oncogene	1, 1, 1	3	Oncogene
RET	thyroid gland medullary carcinoma, endocrine gland cancer, thyroid gland papillary carcinoma, familial medullary thyroid carcinoma, thyroid gland cancer, adrenal gland pheochromocytoma, lung non-small cell carcinoma, thyroid gland carcinoma, lung adenocarcinoma, lung cancer, neuroblastoma, lymphoma, breast cancer, papillary carcinoma, differentiated thyroid gland carcinoma, lung non-small cell carcinoma, thyroid gland cancer, melanoma, neuroendocrine tumor, parathyroid carcinoma, lung adenocarcinoma, lung cancer, melanoma, colorectal cancer, uveal melanoma, lung small cell carcinoma, thyroid gland follicular carcinoma, thyroid gland medullary carcinoma, colon cancer, skin melanoma, chronic myeloid leukemia, renal cell carcinoma, adrenal gland cancer, colon cancer, pancreatic cancer, leukemia, thyroid gland anaplastic carcinoma, chronic myelomonocytic leukemia, thyroid gland medullary carcinoma, acute lymphocytic leukemia, colorectal cancer, acute myeloid leukemia, monocytic leukemia, adrenal cortex cancer, pulmonary neuroendocrine tumor, malignant struma ovarii, myelofibrosis, breast secretory carcinoma, biliary tract cancer, mucoepidermoid carcinoma, renal carcinoma, ovarian carcinoma, liposarcoma, fibrosarcoma, glioblastoma multiforme, breast ductal carcinoma, myeloproliferative neoplasm, neuroendocrine carcinoma, islet cell tumor, pituitary cancer, stomach cancer, prostate cancer, colorectal carcinoma, luminal breast carcinoma, acute promyelocytic leukemia, inflammatory myofibroblastic tumor, salivary gland carcinoma, medulloblastoma, colorectal adenocarcinoma, anaplastic large cell lymphoma, neuroblastoma, uveal melanoma, pancreatic adenocarcinoma, lung carcinoma, kidney cancer, endocrine gland cancer	Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Driver, Oncogene, Oncogene, Oncogene, Driver, Driver, Driver, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Driver, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Driver, Driver, Driver, Driver, Driver	327, 290, 178, 122, 78, 70, 32, 24, 14, 14, 11, 11, 8, 7, 6, 6, 6, 5, 5, 5, 5, 5, 4, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1	1306	Dualrole
RETN	colorectal adenocarcinoma	Oncogene	1	1	Oncogene
RETREG1	colorectal cancer, chronic myeloid leukemia, colon cancer	Tumor_Suppressor, Oncogene, Oncogene	1, 1, 1	3	Dualrole
RFC2	neuroblastoma, nasopharynx carcinoma	Tumor_Suppressor, Oncogene	1, 1	2	Dualrole
RFC3	esophagus adenocarcinoma	Oncogene	1	1	Oncogene
RFC5	nasopharynx carcinoma, lung cancer	Oncogene, Oncogene	1, 1	2	Oncogene
RFX1	malignant glioma, glioblastoma multiforme, hepatocellular carcinoma	Tumor_Suppressor, Tumor_Suppressor, Oncogene	1, 1, 1	3	Dualrole
RFX3	breast cancer	Oncogene	1	1	Oncogene
RFX6	prostate cancer	Driver	2	2	Driver
RGCC	Burkitt lymphoma, bladder carcinoma, hairy cell leukemia	Oncogene, Oncogene, Oncogene	1, 1, 1	3	Oncogene
RGMB	hepatocellular carcinoma, colon cancer	Oncogene, Oncogene	1, 1	2	Oncogene
RGR	squamous cell carcinoma	Oncogene	2	2	Oncogene
RGS12	prostate cancer	Tumor_Suppressor	1	1	Tumorsuppressor
RGS17	lung cancer, prostate cancer	Tumor_Suppressor, Oncogene	1, 1	2	Dualrole
RGS20	urinary bladder cancer	Oncogene	1	1	Oncogene
RGS22	pancreatic adenocarcinoma	Tumor_Suppressor	1	1	Tumorsuppressor
RGS4	glioblastoma multiforme	Driver	1	1	Driver
RGS6	urinary bladder cancer	Tumor_Suppressor	1	1	Tumorsuppressor
RHBDF1	colorectal cancer	Oncogene	1	1	Oncogene
RHCG	head and neck squamous cell carcinoma, esophagus squamous cell carcinoma	Tumor_Suppressor, Tumor_Suppressor	1, 1	2	Tumorsuppressor
RHEB	lymphoma	Oncogene	1	1	Oncogene
RHOA	melanoma, breast cancer, prostate cancer, colorectal cancer, breast cancer, hepatocellular carcinoma, bladder urothelial carcinoma, osteosarcoma, colon cancer, pancreatic cancer, glioblastoma multiforme, melanoma, pancreatic cancer, breast cancer	Oncogene, Oncogene, Oncogene, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Driver, Driver, Driver	2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1	17	Dualrole
RHOB	liver carcinoma, lung non-small cell carcinoma, melanoma, pancreatic cancer, breast cancer, glioblastoma multiforme	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene	1, 1, 1, 1, 1, 1	6	Dualrole
RHOBTB1	head and neck cancer	Tumor_Suppressor	1	1	Tumorsuppressor
RHOBTB2	breast cancer, sporadic breast cancer, thyroid gland cancer, prostate cancer, urinary bladder cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene	10, 1, 1, 1, 1	14	Dualrole
RHOC	head and neck squamous cell carcinoma, inflammatory breast carcinoma, osteosarcoma, ovarian cancer, pancreatic cancer, cervix carcinoma, breast cancer	Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Driver	3, 2, 1, 1, 1, 1, 1	10	Dualrole
RHOF	mycosis fungoides	Tumor_Suppressor	1	1	Tumorsuppressor
RHOG	glioblastoma multiforme	Oncogene	1	1	Oncogene
RHOH	diffuse large B-cell lymphoma, central nervous system lymphoma	Oncogene, Tumor_Suppressor	5, 1	6	Dualrole
RHOT1	pancreatic cancer	Tumor_Suppressor	1	1	Tumorsuppressor
RHOV	fibrosarcoma	Oncogene	1	1	Oncogene
RICTOR	malignant glioma, hepatocellular carcinoma, acute T cell leukemia, acute T cell leukemia, head and neck squamous cell carcinoma, malignant glioma	Oncogene, Oncogene, Oncogene, Driver, Driver, Driver	2, 1, 1, 1, 1, 1	7	Dualrole
RIN1	breast cancer	Tumor_Suppressor	3	3	Tumorsuppressor
RINT1	glioblastoma multiforme	Oncogene	2	2	Oncogene
RIOX1	lung cancer	Oncogene	1	1	Oncogene
RIOX2	lung cancer, esophageal cancer, stomach cancer, lymphoma	Oncogene, Oncogene, Oncogene, Oncogene	3, 1, 1, 1	6	Oncogene
RIPK1	melanoma, melanoma	Oncogene, Driver	6, 1	7	Dualrole
RIPK4	hepatocellular carcinoma, cervical cancer	Tumor_Suppressor, Oncogene	1, 1	2	Dualrole
RIT1	esophagus squamous cell carcinoma, thymus lymphoma, lung adenocarcinoma, endometrial cancer	Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene	1, 1, 1, 1	4	Dualrole
RLF	lung small cell carcinoma	Oncogene	1	1	Oncogene
RNASEL	prostate cancer	Tumor_Suppressor	1	1	Tumorsuppressor
RNASET2	ovarian cancer	Tumor_Suppressor	1	1	Tumorsuppressor
RND1	breast cancer	Driver	1	1	Driver
RND3	esophagus squamous cell carcinoma, stomach cancer, prostate cancer, colorectal carcinoma, stomach cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene	1, 1, 1, 1, 1	5	Dualrole
RNF111	colorectal cancer, lung cancer	Tumor_Suppressor, Tumor_Suppressor	1, 1	2	Tumorsuppressor
RNF126	ovarian cancer	Tumor_Suppressor	1	1	Tumorsuppressor
RNF128	melanoma, esophagus squamous cell carcinoma	Tumor_Suppressor, Driver	1, 1	2	Dualrole
RNF130	breast cancer	Tumor_Suppressor	1	1	Tumorsuppressor
RNF139	hereditary renal cell carcinoma	Tumor_Suppressor	1	1	Tumorsuppressor
RNF144A	breast cancer	Tumor_Suppressor	1	1	Tumorsuppressor
RNF180	stomach cancer	Tumor_Suppressor	1	1	Tumorsuppressor
RNF187	intestinal cancer, intestinal cancer	Oncogene, Driver	1, 1	2	Dualrole
RNF2	melanoma	Oncogene	1	1	Oncogene
RNF43	stomach cancer, colorectal cancer, stomach carcinoma	Tumor_Suppressor, Oncogene, Tumor_Suppressor	2, 2, 1	5	Dualrole
RNF6	esophagus squamous cell carcinoma, prostate cancer, breast cancer, leukemia, stomach cancer	Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene	3, 2, 1, 1, 1	8	Dualrole
ROCK1	osteosarcoma, cervical cancer, rectum cancer, urinary bladder cancer, thyroid gland papillary carcinoma, lung adenocarcinoma, pancreatic cancer, lung cancer, urinary bladder cancer	Oncogene, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene	2, 1, 1, 1, 1, 1, 1, 1, 1	10	Dualrole
ROCK2	kidney cancer, breast cancer, urinary bladder cancer	Oncogene, Oncogene, Oncogene	1, 1, 1	3	Oncogene
ROR1	acute lymphocytic leukemia, lung adenocarcinoma, hematologic cancer, ovarian cancer, lung cancer, stomach cancer, melanoma	Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver	2, 1, 1, 1, 1, 1, 1	8	Dualrole
ROR2	endometrial cancer	Tumor_Suppressor	1	1	Tumorsuppressor
ROS1	lung non-small cell carcinoma, lung cancer, lung non-small cell carcinoma, glioblastoma multiforme, cholangiocarcinoma, lung cancer, malignant glioma, stomach cancer, ovarian cancer, melanoma, lung adenocarcinoma, lung adenocarcinoma, retinoblastoma, osteosarcoma, hepatocellular carcinoma, astrocytoma, breast ductal carcinoma, pancreatic cancer, thyroid gland cancer, brain cancer, lymphoma, inflammatory myofibroblastic tumor, oral squamous cell carcinoma, anaplastic large cell lymphoma, colorectal cancer, neuroblastoma, cholangiocarcinoma, glioblastoma multiforme, hematologic cancer, melanoma, breast cancer, brain cancer, leukemia	Oncogene, Oncogene, Driver, Oncogene, Oncogene, Driver, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Driver, Driver, Driver, Driver, Driver, Driver, Driver, Driver	46, 16, 9, 7, 6, 6, 4, 4, 3, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1	129	Dualrole
RP1	colorectal cancer, colon cancer, breast cancer, prostate cancer, breast cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene	1, 1, 1, 1, 1	5	Dualrole
RP1L1	colorectal carcinoma	Oncogene	1	1	Oncogene
RPA1	gastrointestinal system cancer, transitional cell carcinoma, colon cancer, esophageal carcinoma	Oncogene, Oncogene, Oncogene, Oncogene	1, 1, 1, 1	4	Oncogene
RPGRIP1L	hepatocellular carcinoma	Tumor_Suppressor	2	2	Tumorsuppressor
RPH3AL	colorectal cancer, breast cancer, medulloblastoma	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor	1, 1, 1	3	Tumorsuppressor
RPIA	pancreatic ductal adenocarcinoma	Oncogene	1	1	Oncogene
RPL10	acute T cell leukemia, pancreatic cancer	Driver, Oncogene	2, 1	3	Dualrole
RPL13	gastrointestinal system cancer	Oncogene	1	1	Oncogene
RPL22	acute lymphocytic leukemia, acute T cell leukemia, lymphoma, adrenocortical carcinoma	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Driver	2, 1, 1, 1	5	Dualrole
RPL23	head and neck squamous cell carcinoma, pancreatic cancer	Oncogene, Oncogene	1, 1	2	Oncogene
RPL34	esophageal cancer	Oncogene	1	1	Oncogene
RPL36	pancreatic cancer	Tumor_Suppressor	1	1	Tumorsuppressor
RPL37A	leukemia	Oncogene	1	1	Oncogene
RPL39	pancreatic cancer, breast cancer	Oncogene, Oncogene	1, 1	2	Oncogene
RPL5	glioblastoma multiforme, breast cancer, acute T cell leukemia	Tumor_Suppressor, Tumor_Suppressor, Oncogene	1, 1, 1	3	Dualrole
RPL6	stomach cancer	Oncogene	1	1	Oncogene
RPL7A	colorectal cancer	Oncogene	1	1	Oncogene
RPN2	esophageal cancer	Oncogene	1	1	Oncogene
RPRD1B	colorectal cancer, malignant glioma, breast cancer	Oncogene, Oncogene, Oncogene	1, 1, 1	3	Oncogene
RPRM	stomach cancer, pituitary cancer, renal cell carcinoma, childhood acute myeloid leukemia, stomach cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene	5, 2, 1, 1, 1	10	Dualrole
RPS14	myelodysplastic syndrome	Tumor_Suppressor	1	1	Tumorsuppressor
RPS15	chronic lymphocytic leukemia	Driver	1	1	Driver
RPS15A	lung non-small cell carcinoma	Oncogene	2	2	Oncogene
RPS27	head and neck squamous cell carcinoma	Tumor_Suppressor	1	1	Tumorsuppressor
RPS6KA1	melanoma	Tumor_Suppressor	1	1	Tumorsuppressor
RPS6KA2	ovarian cancer, ovarian carcinoma	Tumor_Suppressor, Tumor_Suppressor	5, 1	6	Tumorsuppressor
RPS6KA3	breast cancer	Oncogene	1	1	Oncogene
RPS6KA6	breast cancer, lung non-small cell carcinoma, endometrial cancer, endometrial cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene	7, 1, 1, 1	10	Dualrole
RPS6KB1	multiple myeloma, ovarian cancer, lung cancer	Oncogene, Oncogene, Oncogene	1, 1, 1	3	Oncogene
RPS6KC1	endometrial cancer	Oncogene	1	1	Oncogene
RPS7	colorectal cancer, ovarian cancer	Tumor_Suppressor, Tumor_Suppressor	1, 1	2	Tumorsuppressor
RPS9	osteosarcoma	Oncogene	1	1	Oncogene
RRAD	nasopharynx carcinoma, lung cancer	Tumor_Suppressor, Tumor_Suppressor	2, 2	4	Tumorsuppressor
RRAS	stomach cancer, leukemia, cervical cancer, lung non-small cell carcinoma, malignant glioma, ovarian cancer, colon cancer, breast cancer	Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene	6, 2, 1, 1, 1, 1, 1, 1	14	Oncogene
RRAS2	ovarian carcinoma, teratocarcinoma, ovarian cancer, leiomyosarcoma, breast cancer	Oncogene, Oncogene, Oncogene, Oncogene, Oncogene	2, 2, 1, 1, 1	7	Oncogene
RRBP1	colorectal cancer, breast cancer, lung cancer, esophageal carcinoma	Oncogene, Oncogene, Oncogene, Oncogene	2, 1, 1, 1	5	Oncogene
RREB1	colorectal cancer, lymphoma, B-cell lymphoma	Oncogene, Oncogene, Driver	1, 1, 1	3	Dualrole
RRM1	lung cancer, lung cancer	Oncogene, Tumor_Suppressor	2, 1	3	Dualrole
RRM2	colorectal cancer, nasopharynx carcinoma, stomach carcinoma, ovarian carcinoma, lung non-small cell carcinoma, melanoma, pancreatic cancer, urinary bladder cancer	Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene	2, 1, 1, 1, 1, 1, 1, 1	9	Oncogene
RRM2B	cervical cancer	Oncogene	2	2	Oncogene
RRS1	liver cancer	Oncogene	1	1	Oncogene
RSF1	ovarian cancer, ovarian serous carcinoma, osteosarcoma, breast cancer	Oncogene, Oncogene, Oncogene, Oncogene	2, 2, 1, 1	6	Oncogene
RSPO1	chronic lymphocytic leukemia, skin carcinoma, ovarian cancer	Tumor_Suppressor, Tumor_Suppressor, Oncogene	2, 1, 1	4	Dualrole
RSPO2	malignant peripheral nerve sheath tumor, liver cancer, liver cancer	Oncogene, Oncogene, Driver	1, 1, 1	3	Dualrole
RSPO3	melanoma, lung cancer, lymphoma, neuroblastoma, choriocarcinoma, intestinal cancer, intestinal cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Driver	1, 1, 1, 1, 1, 1, 1	7	Dualrole
RSRC2	esophageal cancer	Tumor_Suppressor	1	1	Tumorsuppressor
RTEL1	retinoblastoma, multiple myeloma, CLL/SLL	Tumor_Suppressor, Oncogene, Driver	1, 1, 1	3	Dualrole
RTKN	lung cancer	Oncogene	1	1	Oncogene
RTKN2	osteosarcoma	Oncogene	1	1	Oncogene
RTL1	liver carcinoma, liver cancer	Oncogene, Driver	1, 1	2	Dualrole
RTL10	melanoma	Driver	1	1	Driver
RTRAF	urinary bladder cancer	Oncogene	1	1	Oncogene
RUFY3	gastrointestinal system cancer	Oncogene	1	1	Oncogene
RUNX1	breast cancer, breast cancer, stomach cancer, leukemia, acute myeloid leukemia, myeloid leukemia, acute T cell leukemia, leukemia, acute lymphocytic leukemia, acute T cell leukemia, skin cancer, acute lymphocytic leukemia, myeloid leukemia, neuroblastoma, retinoblastoma, gastrointestinal system cancer, prostate cancer, myeloid neoplasm, myelodysplastic syndrome, colorectal cancer, esophagus squamous cell carcinoma, endometrial cancer, lung cancer, acute leukemia, stomach cancer, childhood acute lymphocytic leukemia, myeloid neoplasm, acute lymphocytic leukemia, lung adenocarcinoma, glioblastoma multiforme, breast cancer	Tumor_Suppressor, Oncogene, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Driver, Driver, Driver	11, 7, 5, 4, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1	63	Dualrole
